gene_sym,binding_sites
MTRFR,5
MTRR,20
MTSS1,65
MTSS2,31
MTTP,18
MTURN,17
MTUS1,30
MTUS2,21
MTX1,3
MTX2,18
MTX3,85
MUC1,3
MUC12,1
MUC13,9
MUC15,14
MUC17,9
MUC19,1
MUC21,4
MUC22,10
MUC3A,7
MUC4,3
MUC5AC,2
MUC5B,1
MUC6,3
MUC7,15
MUCL1,2
MUCL3,13
MUL1,9
MUS81,3
MUSTN1,5
MVB12A,3
MVB12B,33
MVK,1
MX1,2
MX2,3
MXD1,55
MXD3,15
MXD4,6
MXI1,57
MXRA5,33
MXRA7,12
MXRA8,1
MYADM,19
MYADML2,3
MYB,35
MYBBP1A,3
MYBL1,85
MYBL2,9
MYBPC1,10
MYBPC2,2
MYBPC3,1
MYC,20
MYCBP,14
MYCBP2,59
MYCL,31
MYCN,85
MYCT1,33
MYD88,14
MYDGF,2
MYEF2,89
MYEOV,14
MYF5,21
MYF6,6
MYH1,6
MYH10,41
MYH11,21
MYH14,9
MYH15,7
MYH2,5
MYH3,3
MYH7B,1
MYH8,3
MYH9,41
MYL1,8
MYL10,1
MYL12A,19
MYL12B,3
MYL2,2
MYL3,1
MYL6,2
MYL6B,1
MYL9,3
MYLIP,52
MYLK,52
MYLK2,11
MYLK3,21
MYLK4,27
MYMX,3
MYNN,35
MYO10,31
MYO15A,9
MYO15B,1
MYO16,12
MYO18A,22
MYO18B,3
MYO19,15
MYO1A,6
MYO1B,42
MYO1C,31
MYO1D,49
MYO1E,32
MYO1F,5
MYO1H,7
MYO3A,2
MYO3B,18
MYO5A,60
MYO5B,41
MYO5C,27
MYO6,42
MYO7A,5
MYO7B,1
MYO9A,10
MYO9B,10
MYOC,7
MYOCD,49
MYOD1,2
MYOF,11
MYOG,13
MYOM1,7
MYOM2,1
MYOM3,3
MYORG,36
MYOT,9
MYOZ1,7
MYOZ2,20
MYOZ3,10
MYPN,13
MYPOP,14
MYRF,47
MYRFL,6
MYRIP,56
MYSM1,50
MYT1,44
MYT1L,70
MYZAP,18
MZF1,10
MZT1,52
MZT2A,1
MZT2B,1
N4BP1,54
N4BP2,52
N4BP2L1,42
N4BP2L2,24
N4BP3,16
N6AMT1,5
"NAA10",1
"NAA11",4
"NAA15",106
"NAA16",45
"NAA20",21
"NAA25",60
"NAA30",84
"NAA35",15
"NAA40",29
"NAA50",89
"NAA60",13
"NAA80",2
"NAAA",10
"NAALAD2",14
"NAALADL1",3
"NAALADL2",62
"NAB1",73
"NAB2",3
"NABP1",70
"NABP2",12
"NACA",8
"NACA2",1
"NACC1",33
"NACC2",55
"NADK",19
"NADK2",36
"NADSYN1",4
"NAE1",4
"NAF1",7
"NAGA",15
"NAGK",13
"NAGLU",1
"NAGPA",9
"NAGS",4
"NAIF1",14
"NAIP",18
"NALCN",26
"NALF1",63
"NALF2",46
"NAMPT",71
"NANOG",5
"NANOGNB",6
"NANOS1",36
"NANOS2",5
"NANP",22
"NAP1L1",80
"NAP1L2",24
"NAP1L3",23
"NAP1L4",15
"NAP1L5",44
"NAPA",15
"NAPB",26
"NAPEPLD",38
"NAPG",43
"NARS1",12
"NARS2",7
"NASP",19
"NAT1",23
"NAT10",2
"NAT14",6
"NAT16",6
"NAT2",9
"NAT8",4
"NAT8L",46
"NAT9",5
"NATD1",27
"NAV1",113
"NAV2",84
"NAV3",81
"NAXD",2
NBAS,2
NBEA,95
NBEAL1,17
NBEAL2,6
NBL1,18
NBN,32
NBPF1,17
NBPF11,15
NBPF12,14
NBPF14,16
NBPF15,19
NBPF20,16
NBPF3,16
NBPF4,3
NBPF8,15
NBPF9,16
NBR1,30
NCALD,29
NCAM1,61
NCAM2,33
NCAN,32
NCAPD2,6
NCAPD3,4
NCAPG,20
NCAPG2,31
NCAPH,12
NCAPH2,16
NCBP1,22
NCBP2,19
NCBP3,28
NCCRP1,14
NCDN,28
NCEH1,34
NCF1,1
NCF2,6
NCF4,2
NCK1,41
NCK2,26
NCKAP1,65
NCKAP1L,7
NCKAP5,71
NCKAP5L,9
NCKIPSD,9
NCL,24
NCLN,9
NCMAP,14
NCOA1,55
NCOA2,82
NCOA3,48
NCOA4,34
NCOA5,18
NCOA6,12
NCOA7,49
NCOR1,45
NCOR2,26
NCR2,3
NCR3,2
NCR3LG1,16
NCS1,36
NCSTN,20
NDC1,37
NDE1,9
NDEL1,33
NDFIP1,35
NDFIP2,65
NDN,17
NDNF,19
NDOR1,22
NDP,11
NDRG1,14
NDRG2,8
NDRG3,17
NDRG4,22
NDST1,54
NDST2,4
NDST3,57
NDUFA1,1
NDUFA10,23
NDUFA11,2
NDUFA12,8
NDUFA2,14
NDUFA4,30
NDUFA4L2,8
NDUFA5,37
NDUFA6,6
NDUFA7,1
NDUFA8,2
NDUFA9,3
NDUFAF3,6
NDUFAF4,18
NDUFAF5,17
NDUFAF6,6
NDUFAF7,4
NDUFB11,1
NDUFB2,1
NDUFB3,3
NDUFB4,15
NDUFB5,9
NDUFB6,9
NDUFB8,3
NDUFC1,5
NDUFC2,11
NDUFC2-KCTD14,18
NDUFS1,12
NDUFS2,8
NDUFS4,9
NDUFS5,2
NDUFS6,1
NDUFV3,8
NEB,12
NEBL,29
NECAB1,42
NECAB2,5
NECAB3,6
NECAP1,40
NECAP2,12
NECTIN1,116
NECTIN2,16
NECTIN3,63
NECTIN4,17
NEDD1,32
NEDD4,37
NEDD4L,77
NEDD8,1
NEDD9,52
NEFH,19
NEFL,33
NEFM,21
NEGR1,101
NEIL1,3
NEIL2,8
NEIL3,6
NEK1,29
NEK10,4
NEK11,6
NEK2,34
NEK3,15
NEK4,14
NEK5,3
NEK6,24
NEK7,83
NEK9,17
NELFA,10
NELFCD,1
NELFE,7
NELL1,11
NELL2,25
NEMF,26
NEMP1,35
NEMP2,24
NENF,8
NEO1,36
NEPRO,14
NES,5
NET1,35
NETO1,87
NETO2,39
NEU1,9
NEU3,12
NEURL1,12
NEURL1B,44
NEURL2,2
NEURL3,7
NEURL4,12
NEUROD1,66
NEUROD2,15
NEUROD4,30
NEUROD6,24
NEUROG1,26
NEUROG2,34
NEXMIF,169
NEXN,18
NF1,95
NF2,40
NFAM1,27
NFASC,96
NFAT5,225
NFATC1,23
NFATC2,54
NFATC2IP,6
NFATC3,61
NFATC4,8
NFE2,5
NFE2L1,14
NFE2L2,25
NFE2L3,17
NFE4,2
NFIA,114
NFIB,152
NFIC,97
NFIL3,18
NFIX,87
NFKB1,28
NFKB2,3
NFKBIA,10
NFKBID,8
NFKBIE,4
NFKBIZ,22
NFRKB,4
NFS1,6
NFU1,1
NFX1,18
NFXL1,25
NFYA,35
NFYB,58
NFYC,26
NGB,4
NGDN,12
NGEF,14
NGF,17
NGFR,33
NGLY1,18
NGRN,4
NHEJ1,20
NHLH1,16
NHLH2,66
NHLRC1,4
NHLRC2,55
NHLRC3,42
NHLRC4,1
NHP2,3
NHS,60
NHSL1,26
NIBAN1,32
NIBAN2,16
NIBAN3,6
NICN1,4
NID1,40
NID2,15
NIF3L1,14
NIFK,6
NIM1K,6
NIN,50
NINJ1,10
NINJ2,3
NINL,11
NIP7,14
NIPA1,48
NIPA2,22
NIPAL1,31
NIPAL2,16
NIPAL3,17
NIPAL4,42
NIPBL,77
NIPSNAP1,13
NIPSNAP2,25
NIPSNAP3A,13
NIPSNAP3B,26
NISCH,11
NIT1,10
NIT2,4
NKAIN1,25
NKAIN2,56
NKAIN3,13
NKAP,5
NKAPD1,37
NKAPL,6
NKD1,36
NKD2,3
NKG7,1
NKIRAS1,23
NKIRAS2,24
NKPD1,3
NKRF,26
NKTR,35
NKX2-1,16
NKX2-2,15
NKX2-3,7
NKX2-4,12
NKX2-5,5
NKX2-8,2
NKX3-1,22
NKX3-2,4
NKX6-2,1
NKX6-3,4
NLE1,1
NLGN1,80
NLGN2,14
NLGN3,15
NLGN4X,19
NLGN4Y,26
NLK,106
NLN,32
NLRC3,13
NLRC5,1
NLRP1,9
NLRP11,4
NLRP12,1
NLRP13,3
NLRP14,7
NLRP2,1
NLRP2B,12
NLRP3,3
NLRP4,4
NLRP5,9
NLRP7,3
NLRP8,4
NLRP9,2
NLRX1,4
NMB,7
NMBR,25
NMD3,25
NME1,4
NME2,1
NME4,15
NME5,9
NME6,24
NME7,8
NME8,4
NME9,7
NMI,8
NMNAT1,17
NMNAT2,41
NMNAT3,4
NMRK1,2
NMT1,13
NMT2,29
NMU,7
NMUR1,9
NMUR2,9
NNAT,13
NNT,21
NOA1,6
NOB1,8
NOC2L,1
NOC3L,13
NOCT,10
NOD1,14
NOD2,5
NODAL,6
NOG,27
NOL10,7
NOL11,5
NOL3,7
NOL4,41
NOL4L,26
NOL6,4
NOL7,16
NOL8,3
NOL9,16
NOLC1,12
NOM1,10
NOMO1,4
NOMO2,4
NOMO3,8
NONO,17
NOP10,3
NOP14,10
NOP16,3
NOP2,5
NOP58,7
NOP9,8
NOS1,70
NOS1AP,9
NOS2,16
NOS3,3
NOSIP,3
NOSTRIN,1
NOTCH1,25
NOTCH2,85
NOTCH2NLA,28
NOTCH3,16
NOTCH4,6
NOTO,2
NOTUM,20
NOVA1,119
NOVA2,92
NOX1,13
NOX3,5
NOX4,34
NOX5,3
NOXRED1,12
NPAP1,17
NPAS2,42
NPAS3,93
NPAS4,12
NPAT,70
NPC1,15
NPC1L1,6
NPC2,1
NPDC1,2
NPEPL1,24
NPEPPS,29
NPFFR2,8
NPHP1,14
NPHP3,25
NPHP4,2
NPHS1,3
NPHS2,8
NPIPB11,4
NPIPB13,6
NPIPB3,2
NPIPB4,2
NPIPB5,4
NPL,20
NPLOC4,30
NPM1,21
NPM2,1
NPM3,7
NPNT,41
NPPA,4
NPPB,2
NPPC,10
NPR1,2
NPR2,7
NPR3,47
NPRL3,2
NPSR1,4
NPTN,41
NPTX1,57
NPTX2,15
NPTXR,33
NPVF,6
NPY,12
NPY1R,34
NPY2R,30
NPY4R,1
NPY4R2,1
NPY5R,9
NQO1,28
NQO2,4
NR0B1,2
NR0B2,2
NR1D1,16
NR1D2,79
NR1H2,4
NR1H3,3
NR1H4,6
NR1I2,12
NR1I3,3
NR2C1,62
NR2C2,121
NR2C2AP,8
NR2E1,34
NR2E3,8
NR2F1,32
NR2F2,56
NR2F6,6
NR3C1,152
NR3C2,52
NR4A1,18
NR4A2,52
NR4A3,123
NR5A1,7
NR5A2,42
NR6A1,86
NRAP,1
NRARP,32
NRAS,56
NRBF2,55
NRBP1,25
NRBP2,8
NRCAM,32
NRDE2,6
NREP,40
NRF1,28
NRG1,57
NRG2,22
NRG3,47
NRG4,29
NRGN,2
NRIP1,76
NRIP2,14
NRIP3,37
NRK,52
NRL,3
NRM,11
NRN1,59
NRN1L,1
NRP1,67
NRP2,58
NRROS,2
NRSN1,14
NRSN2,6
NRTN,1
NRXN1,119
NRXN2,10
NRXN3,26
NSA2,7
NSD1,62
NSD2,72
NSD3,27
NSDHL,1
NSF,25
NSFL1C,10
NSG1,36
NSG2,18
NSL1,61
NSMAF,15
NSMCE1,2
NSMCE2,5
NSMCE3,8
NSMCE4A,4
NSMF,26
NSRP1,9
NSUN2,11
NSUN3,5
NSUN4,9
NSUN5,9
NSUN6,9
NSUN7,23
NT5C1B,6
NT5C1B-RDH14,17
NT5C2,15
NT5C3A,10
NT5C3B,3
NT5DC1,21
NT5DC3,16
NT5E,33
NT5M,2
NTAN1,3
NTAQ1,9
NTF3,40
NTF4,4
NTM,20
NTMT1,2
NTN1,12
NTN4,40
NTN5,2
NTNG1,64
NTNG2,8
NTPCR,2
NTRK1,3
NTRK2,92
NTRK3,31
NTS,23
NTSR1,20
NUAK1,30
NUAK2,19
NUB1,7
NUBP1,9
NUBPL,16
NUCB1,4
NUCB2,5
NUCKS1,58
NUDC,10
NUDCD1,17
NUDCD2,14
NUDCD3,6
NUDT10,5
NUDT11,26
NUDT12,28
NUDT13,24
NUDT15,19
NUDT16,16
NUDT16L1,1
NUDT18,8
NUDT19,20
NUDT2,2
NUDT21,21
NUDT3,13
NUDT4,44
NUDT5,24
NUDT6,1
NUDT7,15
NUDT9,5
NUF2,5
NUFIP1,18
NUFIP2,251
NUGGC,9
NUMA1,11
NUMB,42
NUMBL,17
NUP107,4
NUP133,10
NUP153,28
NUP155,7
NUP160,41
NUP188,5
NUP205,12
NUP210,14
NUP210L,4
NUP214,9
NUP35,22
NUP37,8
NUP42,7
NUP43,20
NUP50,68
NUP54,27
NUP58,43
NUP62,4
NUP62CL,11
NUP88,6
NUP93,16
NUP98,42
NUPR2,3
NUS1,59
NUSAP1,10
NUTF2,21
NUTM1,3
NUTM2A,2
NUTM2B,2
NUTM2G,9
NVL,7
NWD1,24
NWD2,43
NXF1,36
NXF2,4
NXF2B,4
NXF3,3
NXF5,2
NXN,5
NXNL2,3
NXPE1,4
NXPE3,25
NXPE4,7
NXPH1,44
NXPH2,26
NXPH3,10
NXPH4,2
NXT1,7
NXT2,41
NYAP1,6
NYAP2,30
NYNRIN,32
NYX,2
OAF,20
OARD1,4
OAS1,22
OAS2,23
OAS3,12
OASL,5
OAT,6
OAZ1,20
OAZ2,18
OAZ3,3
OBI1,19
OBP2A,1
OBP2B,2
OBSL1,11
OC90,2
OCA2,7
OCEL1,1
OCIAD1,13
OCIAD2,5
OCLN,32
OCM,11
OCM2,10
OCRL,40
OCSTAMP,4
ODAD1,2
ODAD2,4
ODAD4,2
ODAM,6
ODAPH,36
ODC1,21
ODF1,8
ODF2,11
ODF2L,26
ODF3,5
ODF3L1,3
ODF4,4
ODR4,22
OFD1,5
OGA,28
OGDH,7
OGDHL,2
OGFOD1,14
OGFOD2,3
OGFOD3,3
OGFR,4
OGFRL1,67
OGG1,23
OGN,29
OGT,73
OIP5,16
OIT3,7
OLA1,28
OLAH,11
OLFM1,14
OLFM2,14
OLFM3,62
OLFM4,8
OLFML1,19
OLFML2A,25
OLFML2B,25
OLFML3,6
OLIG1,4
OLIG2,8
OLIG3,31
OLR1,21
OMA1,13
OMD,12
OMG,35
ONECUT1,11
ONECUT2,240
OOEP,12
OOSP2,15
OPA1,31
OPA3,43
OPALIN,12
OPCML,40
OPHN1,15
OPN1LW,1
OPN1MW,2
OPN1MW2,1
OPN3,18
OPN4,3
OPN5,16
OPRK1,33
OPRL1,2
OPRM1,95
OPRPN,9
OPTC,3
OPTN,6
OR10W1,5
OR11A1,16
OR12D3,10
OR13A1,2
OR2A4,6
OR2C3,5
OR2H1,23
OR2L13,17
OR4N4,1
OR51E1,13
OR51E2,22
OR6A2,2
OR7A5,9
OR7D2,8
OR9Q1,7
ORAI1,2
ORAI2,72
ORAI3,9
ORC1,3
ORC2,17
ORC3,8
ORC4,38
ORC5,27
ORC6,4
ORMDL1,16
ORMDL2,8
ORMDL3,22
OS9,5
OSBP,45
OSBP2,27
OSBPL10,31
OSBPL11,67
OSBPL1A,32
OSBPL2,14
OSBPL3,70
OSBPL5,11
OSBPL6,65
OSBPL7,18
OSBPL8,104
OSBPL9,17
OSCAR,6
OSCP1,3
OSER1,18
OSGEP,7
OSGEPL1,6
OSGIN2,23
OSM,24
OSMR,36
OSR1,18
OSR2,12
OST4,12
OSTC,20
OSTF1,16
OSTM1,45
OTC,7
OTOA,5
OTOF,10
OTOGL,24
OTOP2,2
OTOP3,1
OTOR,10
OTP,20
OTUB1,4
OTUB2,12
OTUD1,47
OTUD3,30
OTUD4,118
OTUD5,9
OTUD6A,7
OTUD6B,59
OTUD7A,10
OTUD7B,47
OTULIN,32
OTULINL,33
OTX1,19
OTX2,52
OVGP1,3
OVOL1,21
OVOL2,20
OXCT1,6
OXCT2,3
OXER1,1
OXGR1,22
OXLD1,4
OXNAD1,13
OXR1,90
OXSR1,32
OXTR,16
P2RX1,9
P2RX2,8
P2RX4,9
P2RX5,4
P2RX6,3
P2RX7,10
P2RY1,36
P2RY10,24
P2RY11,2
P2RY12,15
P2RY13,16
P2RY14,18
P2RY2,17
P2RY4,10
P2RY6,3
P2RY8,8
P3H1,3
P3H2,17
P3H3,7
P3H4,2
P3R3URF-PIK3R3,33
P4HA1,29
P4HA2,12
P4HA3,6
P4HB,5
P4HTM,1
PA2G4,21
PAAF1,10
PABIR1,48
PABIR2,62
PABIR3,53
PABPC1,19
PABPC1L,3
PABPC1L2A,14
PABPC1L2B,16
PABPC3,10
PABPC4,16
PABPC4L,29
PABPC5,39
PABPN1,18
PABPN1L,1
PACC1,12
PACRG,15
PACRGL,19
PACS1,51
PACS2,22
PACSIN1,15
PACSIN2,30
PACSIN3,4
PADI1,8
PADI2,22
PADI3,5
PADI4,3
PADI6,1
PAF1,17
PAFAH1B1,99
PAFAH1B2,55
PAFAH2,13
PAG1,81
PAGE2,3
PAGE2B,3
PAGE4,5
PAGE5,4
PAGR1,11
PAH,9
PAICS,15
PAIP1,57
PAIP2,37
PAIP2B,27
PAK1,34
PAK1IP1,9
PAK2,89
PAK3,64
PAK4,15
PAK5,78
PAK6,23
PAK6-AS1,12
PALB2,5
PALD1,28
PALLD,69
PALM,17
PALM2AKAP2,116
PALM3,7
PALMD,16
PALS1,34
PALS2,53
PAM,40
PAMR1,6
PAN2,20
PAN3,111
PANK1,37
PANK2,17
PANK3,41
PANK4,2
PANO1,2
PANX1,6
PANX2,16
PANX3,5
PAOX,2
PAPLN,15
PAPOLA,73
PAPOLB,34
PAPOLG,85
PAPPA,110
PAPPA2,14
PAPSS1,11
PAPSS2,35
PAQR3,33
PAQR4,12
PAQR5,21
PAQR6,4
PAQR7,2
PAQR8,17
PAQR9,48
PARD3,25
PARD3B,39
PARD6B,52
PARD6G,8
PARG,20
PARL,6
PARM1,21
PARN,11
PARP1,21
PARP11,47
PARP12,19
PARP14,19
PARP15,27
PARP16,30
PARP2,3
PARP3,6
PARP4,5
PARP6,6
PARP8,62
PARP9,21
PARPBP,47
PARS2,9
PARVA,39
PARVB,7
PARVG,10
PASD1,6
PASK,14
PATE1,11
PATE2,7
PATE3,5
PATE4,19
PATJ,26
PATL1,27
PATL2,9
PATZ1,58
PAWR,29
PAX1,13
PAX2,9
PAX3,48
PAX4,9
PAX5,106
PAX6,36
PAX7,32
PAX8,15
PAX9,49
PAXBP1,65
PAXIP1,12
PAXX,2
PBDC1,2
PBK,7
PBLD,15
PBOV1,11
PBRM1,36
PBX1,86
PBX2,65
PBX3,51
PBX4,4
PBXIP1,5
PC,5
PCARE,5
PCBD1,15
PCBD2,25
PCBP1,21
PCBP2,29
PCBP3,9
PCBP4,16
PCCA,9
PCCB,5
PCDH1,8
PCDH10,56
PCDH11X,75
PCDH11Y,52
PCDH12,8
PCDH15,55
PCDH17,95
PCDH18,44
PCDH19,89
PCDH20,50
PCDH7,114
PCDH8,36
PCDH9,107
PCDHA1,70
PCDHA10,68
PCDHA11,68
PCDHA12,68
PCDHA13,68
PCDHA2,77
PCDHA3,68
PCDHA4,68
PCDHA5,68
PCDHA6,68
PCDHA7,68
PCDHA8,56
PCDHA9,52
PCDHAC1,68
PCDHAC2,68
PCDHB10,12
PCDHB11,14
PCDHB12,14
PCDHB13,21
PCDHB14,6
PCDHB15,10
PCDHB16,11
PCDHB2,5
PCDHB3,4
PCDHB4,21
PCDHB5,10
PCDHB6,10
PCDHB7,15
PCDHB9,19
PCDHGA1,20
PCDHGA10,20
PCDHGA11,25
PCDHGA12,31
PCDHGA2,20
PCDHGA3,20
PCDHGA4,10
PCDHGA5,20
PCDHGA6,11
PCDHGA7,29
PCDHGA8,21
PCDHGA9,20
PCDHGB1,10
PCDHGB2,10
PCDHGB3,20
PCDHGB4,10
PCDHGB5,12
PCDHGB6,10
PCDHGB7,23
PCDHGC3,22
PCDHGC4,10
PCDHGC5,13
PCED1A,2
PCED1B,2
PCF11,21
PCGF1,1
PCGF2,20
PCGF3,72
PCGF5,76
PCGF6,16
PCID2,7
PCIF1,2
PCK1,9
PCK2,3
PCLAF,10
PCLO,97
PCM1,29
PCMT1,29
PCMTD1,60
PCMTD2,17
PCNA,16
PCNP,42
PCNT,4
PCNX1,80
PCNX3,2
PCNX4,9
PCOLCE2,13
PCP4,12
PCP4L1,7
PCSK1,24
PCSK1N,2
PCSK2,42
PCSK4,1
PCSK5,56
PCSK6,36
PCSK7,9
PCSK9,7
PCTP,26
PCYOX1,25
PCYOX1L,9
PCYT1A,22
PCYT1B,32
PCYT2,4
PDAP1,35
PDC,9
PDCD1,4
PDCD10,39
PDCD1LG2,17
PDCD2,20
PDCD4,50
PDCD5,16
PDCD6,15
PDCD6IP,56
PDCD7,11
PDCL,25
PDCL3,10
PDE10A,94
PDE11A,30
PDE12,66
PDE1A,37
PDE1B,19
PDE1C,94
PDE2A,11
PDE3A,55
PDE3B,66
PDE4A,25
PDE4B,44
PDE4C,9
PDE4D,136
PDE4DIP,15
PDE5A,41
PDE6A,12
PDE6B,7
PDE6C,16
PDE6D,19
PDE6G,1
PDE6H,9
PDE7A,86
PDE7B,54
PDE8A,32
PDE8B,24
PDE9A,6
PDF,8
PDGFA,16
PDGFB,26
PDGFC,16
PDGFD,12
PDGFRA,45
PDGFRB,23
PDGFRL,9
PDHA1,22
PDHA2,4
PDHB,5
PDHX,19
PDIA3,16
PDIA4,7
PDIA5,12
PDIA6,34
PDIK1L,89
PDILT,1
PDK1,20
PDK2,13
PDK3,60
PDK4,30
PDLIM1,4
PDLIM2,13
PDLIM3,12
PDLIM4,10
PDLIM5,90
PDLIM7,5
PDP1,23
PDP2,27
PDPK1,51
PDPN,14
PDPR,30
PDRG1,3
PDS5A,95
PDS5B,102
PDSS1,20
PDSS2,22
PDX1,20
PDXDC1,33
PDXK,27
PDXP,8
PDYN,14
PDZD11,17
PDZD2,46
PDZD3,5
PDZD4,5
PDZD7,16
PDZD8,62
PDZD9,3
PDZK1,10
PDZK1IP1,3
PDZRN3,32
PDZRN4,44
PEA15,36
PEAK1,76
PEAK3,4
PEAR1,6
PEBP1,3
PECAM1,18
PECR,17
PEDS1,15
PEDS1-UBE2V1,28
PEF1,8
PEG10,70
PEG3,26
PELATON,6
PELI1,66
PELI2,44
PELI3,8
PELO,10
PENK,7
PEPD,3
PER1,17
PER2,26
PER3,20
PERM1,1
PERP,30
PES1,1
PET117,4
PEX1,8
PEX10,4
PEX11A,15
PEX11B,17
PEX11G,1
PEX12,12
PEX13,37
PEX14,11
PEX16,3
PEX19,16
PEX2,17
PEX26,5
PEX3,26
PEX5,24
PEX5L,78
PEX7,9
PF4,11
PF4V1,13
PFAS,3
PFDN1,8
PFDN2,4
PFDN4,24
PFKFB1,6
PFKFB2,46
PFKFB3,45
PFKFB4,5
PFKM,12
PFKP,23
PFN1,11
PFN2,69
PFN4,9
PGA3,3
PGA4,3
PGA5,3
PGAM1,29
PGAM4,7
PGAM5,8
PGAP1,66
PGAP2,15
PGAP3,5
PGAP4,10
PGAP6,4
PGBD1,7
PGBD2,21
PGBD4,2
PGBD5,16
PGC,5
PGD,7
PGF,11
PGGHG,1
PGGT1B,40
PGK1,13
PGK2,5
PGLYRP4,9
PGM1,17
PGM2,23
PGM2L1,79
PGM3,39
PGM5,16
PGP,9
PGPEP1,16
PGPEP1L,7
PGR,66
PGRMC1,41
PGRMC2,65
PGS1,10
PHACTR1,22
PHACTR2,125
PHACTR3,28
PHACTR4,51
PHAF1,42
PHAX,15
PHB1,22
PHB2,5
PHC1,14
PHC2,11
PHC3,134
PHETA1,4
PHETA2,4
PHEX,25
PHF1,16
PHF11,4
PHF12,44
PHF13,45
PHF14,55
PHF19,28
PHF2,25
PHF20,47
PHF20L1,112
PHF21A,83
PHF21B,15
PHF23,9
PHF24,40
PHF3,66
PHF5A,3
PHF6,95
PHF7,2
PHF8,58
PHGDH,1
PHGR1,2
PHIP,162
PHKA1,32
PHKA2,7
PHKB,16
PHKG1,3
PHKG2,12
PHLDA1,42
PHLDA2,4
PHLDA3,6
PHLDB1,26
PHLDB2,41
PHLPP1,44
PHLPP2,33
PHOSPHO1,14
PHOX2A,5
PHOX2B,15
PHRF1,5
PHTF1,7
PHTF2,131
PHYH,10
PHYHIP,18
PHYHIPL,69
PHYKPL,11
PI15,61
PI16,1
PI3,6
PI4K2A,17
PI4K2B,62
PI4KA,5
PI4KB,29
PIANP,37
PIAS1,54
PIAS2,94
PIAS3,18
PIAS4,13
PIBF1,6
PICALM,71
PICK1,1
PID1,35
PIERCE1,4
PIERCE2,4
PIEZO1,4
PIEZO2,42
PIF1,9
PIFO,4
PIGA,65
PIGB,1
PIGBOS1,9
PIGC,4
PIGF,3
PIGG,12
PIGH,11
PIGK,33
PIGL,7
PIGM,27
PIGN,38
PIGP,4
PIGQ,1
PIGR,23
PIGS,10
PIGT,3
PIGU,2
PIGV,4
PIGW,9
PIGX,10
PIGY,7
PIGZ,9
PIH1D2,6
PIK3AP1,30
PIK3C2A,98
PIK3C2B,37
PIK3C2G,8
PIK3C3,6
PIK3CA,106
PIK3CB,69
PIK3CD,15
PIK3CG,34
PIK3IP1,15
PIK3R1,111
PIK3R2,15
PIK3R3,70
PIK3R4,17
PIK3R5,12
PIK3R6,7
PIKFYVE,79
PILRA,4
PILRB,5
PIM1,36
PIM2,34
PIM3,5
PIMREG,2
PIN1,5
PIN4,16
PINK1,3
PINLYP,2
PINX1,14
PIP4K2A,31
PIP4K2B,36
PIP4K2C,20
PIP4P1,24
PIP4P2,64
PIP5K1A,25
PIP5K1B,24
PIP5K1C,16
PIP5KL1,9
PIPOX,9
PIR,1
PIRT,12
PISD,19
PITHD1,3
PITPNA,37
PITPNB,43
PITPNC1,43
PITPNM1,2
PITPNM2,58
PITPNM3,43
PITRM1,4
PITX1,3
PITX2,32
PIWIL1,15
PIWIL2,1
PIWIL3,14
PIWIL4,10
PJA1,11
PJA2,58
PJVK,1
PKD1,14
PKD1L1,7
PKD1L1-AS1,2
PKD1L2,7
PKD2,62
PKD2L2,14
PKDCC,24
PKDREJ,5
PKHD1,36
PKHD1L1,11
PKIA,38
PKIB,16
PKIG,10
PKLR,17
PKM,10
PKMYT1,3
PKN2,60
PKN3,2
PKNOX1,27
PKNOX2,35
PKP1,16
PKP2,22
PKP4,28
PLA1A,10
PLA2G12A,17
PLA2G12B,10
PLA2G15,5
PLA2G2A,6
PLA2G2C,1
PLA2G2D,13
PLA2G2F,7
PLA2G3,20
PLA2G4A,14
PLA2G4B,1
PLA2G4C,5
PLA2G4D,7
PLA2G4E,13
PLA2G5,5
PLA2G6,8
PLA2G7,5
PLA2R1,28
PLAA,30
PLAAT1,5
PLAAT2,8
PLAAT3,5
PLAAT4,1
PLAAT5,17
PLAC1,3
PLAC8,26
PLAC8L1,9
PLAC9,3
PLAG1,119
PLAGL1,42
PLAGL2,112
PLAT,9
PLAU,13
PLAUR,13
PLB1,9
PLBD1,5
PLBD2,9
PLCB1,97
PLCB2,5
PLCB3,5
PLCB4,44
PLCD1,1
PLCD3,3
PLCD4,10
PLCE1,11
PLCG1,8
PLCG2,7
PLCH1,46
PLCH2,5
PLCL1,42
PLCL2,37
PLCXD1,30
PLCXD2,20
PLCXD3,63
PLD1,18
PLD2,3
PLD3,5
PLD5,47
PLD6,3
PLEC,16
PLEK,8
PLEK2,4
PLEKHA1,60
PLEKHA2,12
PLEKHA3,49
PLEKHA4,2
PLEKHA5,62
PLEKHA6,21
PLEKHA7,3
PLEKHA8,59
PLEKHB1,13
PLEKHB2,33
PLEKHF1,2
PLEKHF2,44
PLEKHG1,43
PLEKHG2,10
PLEKHG3,17
PLEKHG4,8
PLEKHG4B,25
PLEKHG5,2
PLEKHG6,13
PLEKHG7,24
PLEKHH1,35
PLEKHH2,44
PLEKHH3,8
PLEKHJ1,12
PLEKHM1,12
PLEKHM3,65
PLEKHN1,2
PLEKHO1,15
PLEKHO2,21
PLEKHS1,37
PLET1,7
PLG,16
PLGLB1,18
PLGLB2,16
PLGRKT,14
